filename,n_objects,class,split
5541.jpg,19,pearls,train
5542.jpg,56,pearls,train
5543.jpg,15,pearls,train
5544.jpg,143,kidney beans,train
5545.jpg,114,kidney beans,train
5546.jpg,79,kidney beans,train
5547.jpg,52,kidney beans,train
5548.jpg,28,kidney beans,train
5549.jpg,52,kidney beans,train
555.jpg,12,flamingos,val
5550.jpg,79,kidney beans,train
5551.jpg,127,kidney beans,train
5552.jpg,21,kidney beans,train
5553.jpg,15,kidney beans,train
5554.jpg,95,kidney beans,train
5555.jpg,118,kidney beans,train
5556.jpg,106,kidney beans,train
5557.jpg,57,kidney beans,train
5558.jpg,27,kidney beans,train
5559.jpg,45,kidney beans,train
556.jpg,14,flamingos,val
5560.jpg,189,kidney beans,train
5561.jpg,249,kidney beans,train
5562.jpg,13,finger foods,test
5563.jpg,189,finger foods,test
5564.jpg,16,finger foods,test
5565.jpg,8,finger foods,test
5566.jpg,33,finger foods,test
5567.jpg,51,finger foods,test
5568.jpg,30,finger foods,test
557.jpg,18,flamingos,val
5571.jpg,20,marbles,test
5572.jpg,9,marbles,test
5573.jpg,26,marbles,test
5574.jpg,90,marbles,test
5575.jpg,12,marbles,test
5576.jpg,67,marbles,test
5577.jpg,51,marbles,test
5578.jpg,32,marbles,test
5579.jpg,33,marbles,test
558.jpg,20,flamingos,val
5580.jpg,42,marbles,test
5581.jpg,8,marbles,test
5582.jpg,47,marbles,test
5583.jpg,12,marbles,test
5584.jpg,51,marbles,test
5585.jpg,32,marbles,test
5587.jpg,16,marbles,test
5588.jpg,49,marbles,test
559.jpg,20,flamingos,val
5590.jpg,17,marbles,test
5591.jpg,32,marbles,test
5592.jpg,93,marbles,test
5593.jpg,23,marbles,test
5594.jpg,15,marbles,test
5595.jpg,15,marbles,test
5596.jpg,40,marbles,test
5597.jpg,128,marbles,test
5598.jpg,23,marbles,test
5599.jpg,33,marbles,test
56.jpg,20,tomatoes,train
560.jpg,13,flamingos,val
5600.jpg,149,marbles,test
5601.jpg,22,marbles,test
5602.jpg,21,marbles,test
5603.jpg,20,macarons,train
5604.jpg,14,macarons,train
5605.jpg,54,macarons,train
5606.jpg,12,macarons,train
5607.jpg,16,macarons,train
5608.jpg,10,macarons,train
5609.jpg,11,macarons,train
561.jpg,13,flamingos,val
5610.jpg,24,macarons,train
5611.jpg,14,macarons,train
5612.jpg,29,macarons,train
5613.jpg,26,macarons,train
5614.jpg,41,macarons,train
5615.jpg,11,macarons,train
5616.jpg,13,candles,train
5618.jpg,9,candles,train
5619.jpg,9,candles,train
562.jpg,13,flamingos,val
5620.jpg,26,candles,train
5621.jpg,10,candles,train
5622.jpg,13,candles,train
5624.jpg,10,candles,train
5625.jpg,8,candles,train
5626.jpg,8,candles,train
5627.jpg,14,candles,train
5628.jpg,13,candles,train
5629.jpg,43,beads,train
5631.jpg,99,beads,train
5632.jpg,59,beads,train
5633.jpg,110,beads,train
5634.jpg,35,beads,train
5635.jpg,107,beads,train
5636.jpg,26,beads,train
5637.jpg,103,beads,train
5638.jpg,85,beads,train
5639.jpg,43,beads,train
564.jpg,10,flamingos,val
5640.jpg,60,beads,train
5641.jpg,67,beads,train
5642.jpg,60,beads,train
5643.jpg,26,beads,train
5644.jpg,136,beads,train
5645.jpg,22,cotton balls,train
5646.jpg,13,cotton balls,train
5647.jpg,14,cotton balls,train
5648.jpg,61,cotton balls,train
5649.jpg,24,cotton balls,train
565.jpg,18,flamingos,val
5650.jpg,15,cotton balls,train
5651.jpg,15,cotton balls,train
5652.jpg,37,cotton balls,train
5654.jpg,10,donuts tray,val
5655.jpg,9,donuts tray,val
5656.jpg,16,donuts tray,val
5658.jpg,9,donuts tray,val
5659.jpg,16,donuts tray,val
566.jpg,15,flamingos,val
5660.jpg,19,donuts tray,val
5661.jpg,12,donuts tray,val
5662.jpg,12,donuts tray,val
5663.jpg,12,donuts tray,val
5664.jpg,12,donuts tray,val
5665.jpg,16,donuts tray,val
5666.jpg,8,donuts tray,val
5667.jpg,20,donuts tray,val
5668.jpg,12,donuts tray,val
5669.jpg,15,donuts tray,val
567.jpg,10,flamingos,val
5670.jpg,12,donuts tray,val
5671.jpg,12,donuts tray,val
5672.jpg,12,donuts tray,val
5673.jpg,20,donuts tray,val
5674.jpg,208,coffee beans,train
5675.jpg,91,coffee beans,train
5676.jpg,72,coffee beans,train
5677.jpg,35,coffee beans,train
5678.jpg,56,coffee beans,train
5679.jpg,47,coffee beans,train
568.jpg,9,flamingos,val
5680.jpg,11,coffee beans,train
5681.jpg,112,coffee beans,train
5682.jpg,77,coffee beans,train
5683.jpg,19,coffee beans,train
5684.jpg,34,potatoes,train
5685.jpg,8,potatoes,train
5686.jpg,8,potatoes,train
5687.jpg,41,potatoes,train
5688.jpg,19,potatoes,train
5689.jpg,26,potatoes,train
569.jpg,17,flamingos,val
5690.jpg,80,potatoes,train
5691.jpg,13,potatoes,train
5692.jpg,8,potatoes,train
5693.jpg,40,potatoes,train
5695.jpg,40,potatoes,train
5696.jpg,35,potatoes,train
5697.jpg,44,potatoes,train
5698.jpg,21,potatoes,train
5699.jpg,69,potatoes,train
570.jpg,19,flamingos,val
5700.jpg,12,potatoes,train
5701.jpg,59,potatoes,train
5702.jpg,87,potatoes,train
5703.jpg,20,potatoes,train
5704.jpg,18,bread rolls,train
5705.jpg,10,bread rolls,train
5706.jpg,8,bread rolls,train
5709.jpg,15,bread rolls,train
571.jpg,15,flamingos,val
5710.jpg,8,bread rolls,train
5711.jpg,20,bread rolls,train
5712.jpg,12,bread rolls,train
5713.jpg,12,bread rolls,train
5714.jpg,9,bread rolls,train
5715.jpg,13,bread rolls,train
5716.jpg,8,bread rolls,train
5717.jpg,15,bread rolls,train
5718.jpg,10,bread rolls,train
5719.jpg,12,bread rolls,train
572.jpg,31,flamingos,val
5720.jpg,8,bread rolls,train
5721.jpg,16,bread rolls,train
5722.jpg,12,bread rolls,train
5723.jpg,9,bread rolls,train
5724.jpg,8,bread rolls,train
5725.jpg,24,bread rolls,train
5726.jpg,12,bread rolls,train
5727.jpg,8,bread rolls,train
5728.jpg,10,bread rolls,train
5729.jpg,12,bread rolls,train
573.jpg,10,flamingos,val
5731.jpg,18,bread rolls,train
5732.jpg,12,bread rolls,train
5733.jpg,9,bread rolls,train
5734.jpg,12,bread rolls,train
5735.jpg,32,polka dots,val
5736.jpg,239,polka dots,val
5737.jpg,103,polka dots,val
5738.jpg,27,polka dots,val
5739.jpg,53,polka dots,val
574.jpg,25,flamingos,val
5740.jpg,87,polka dots,val
5741.jpg,36,polka dots,val
5742.jpg,43,polka dots,val
5743.jpg,270,polka dots,val
5744.jpg,322,polka dots,val
5745.jpg,146,polka dots,val
5746.jpg,100,polka dots,val
5747.jpg,100,polka dots,val
5748.jpg,74,polka dots,val
5749.jpg,105,beads,train
575.jpg,12,flamingos,val
5750.jpg,109,beads,train
5751.jpg,89,beads,train
5752.jpg,12,beads,train
5753.jpg,95,beads,train
5754.jpg,108,beads,train
5755.jpg,27,beads,train
5756.jpg,30,beads,train
5758.jpg,82,beads,train
5759.jpg,107,beads,train
576.jpg,19,flamingos,val
5760.jpg,108,beads,train
5761.jpg,107,beads,train
5762.jpg,115,beads,train
5763.jpg,118,beads,train
5764.jpg,117,beads,train
5765.jpg,27,beads,train
5766.jpg,80,beads,train
5767.jpg,116,beads,train
5769.jpg,166,beads,train
577.jpg,11,flamingos,val
5770.jpg,73,beads,train
5771.jpg,109,beads,train
5772.jpg,67,beads,train
5774.jpg,143,beads,train
5775.jpg,107,beads,train
5776.jpg,27,beads,train
5777.jpg,12,cupcake tray,train
5778.jpg,12,cupcake tray,train
5779.jpg,12,cupcake tray,train
578.jpg,12,flamingos,val
5780.jpg,24,cupcake tray,train
5781.jpg,12,cupcake tray,train
5782.jpg,48,cupcake tray,train
5783.jpg,12,cupcake tray,train
5784.jpg,24,cupcake tray,train
5785.jpg,11,cupcake tray,train
5786.jpg,12,cupcake tray,train
5787.jpg,24,cupcake tray,train
5788.jpg,37,cupcake tray,train
5789.jpg,12,cupcake tray,train
579.jpg,9,flamingos,val
5790.jpg,12,cupcake tray,train
5791.jpg,35,cashew nuts,test
5792.jpg,21,cashew nuts,test
5793.jpg,48,cashew nuts,test
5794.jpg,13,cashew nuts,test
5795.jpg,84,cashew nuts,test
5796.jpg,71,cashew nuts,test
5797.jpg,58,cashew nuts,test
5798.jpg,45,cashew nuts,test
5799.jpg,50,cashew nuts,test
58.jpg,46,tomatoes,train
580.jpg,10,flamingos,val
5800.jpg,12,cashew nuts,test
5801.jpg,157,cashew nuts,test
5802.jpg,14,cashew nuts,test
5803.jpg,35,cashew nuts,test
5804.jpg,43,cashew nuts,test
5805.jpg,31,cashew nuts,test
5806.jpg,46,cashew nuts,test
5807.jpg,110,cashew nuts,test
5808.jpg,53,cashew nuts,test
5809.jpg,26,cashew nuts,test
581.jpg,8,flamingos,val
5810.jpg,90,strawberries,test
5811.jpg,37,strawberries,test
5812.jpg,51,strawberries,test
5813.jpg,12,strawberries,test
5814.jpg,34,strawberries,test
5815.jpg,146,strawberries,test
5816.jpg,101,strawberries,test
5817.jpg,41,strawberries,test
5818.jpg,56,strawberries,test
5819.jpg,9,strawberries,test
582.jpg,14,flamingos,val
5820.jpg,23,strawberries,test
5821.jpg,96,strawberries,test
5822.jpg,128,strawberries,test
5823.jpg,69,strawberries,test
5824.jpg,24,strawberries,test
5825.jpg,14,strawberries,test
5826.jpg,47,strawberries,test
5827.jpg,56,strawberries,test
5828.jpg,12,strawberries,test
5829.jpg,165,strawberries,test
583.jpg,11,flamingos,val
5830.jpg,35,strawberries,test
5831.jpg,101,strawberries,test
5832.jpg,122,strawberries,test
5833.jpg,92,strawberries,test
5834.jpg,27,strawberries,test
5835.jpg,79,strawberries,test
5836.jpg,18,strawberries,test
5837.jpg,18,strawberries,test
5838.jpg,113,strawberries,test
5839.jpg,45,strawberries,test
584.jpg,13,flamingos,val
5840.jpg,111,strawberries,test
5841.jpg,51,strawberries,test
5842.jpg,52,strawberries,test
5843.jpg,74,strawberries,test
5844.jpg,75,strawberries,test
5845.jpg,57,strawberries,test
5846.jpg,34,strawberries,test
5847.jpg,13,strawberries,test
5848.jpg,21,strawberries,test
5849.jpg,38,strawberries,test
585.jpg,12,flamingos,val
5850.jpg,9,strawberries,test
5851.jpg,43,strawberries,test
5852.jpg,42,strawberries,test
5853.jpg,95,strawberries,test
5854.jpg,25,strawberries,test
5855.jpg,135,strawberries,test
5856.jpg,78,strawberries,test
5857.jpg,44,grapes,val
5858.jpg,170,grapes,val
5859.jpg,49,grapes,val
586.jpg,11,flamingos,val
5860.jpg,757,grapes,val
5861.jpg,67,grapes,val
5862.jpg,58,grapes,val
5863.jpg,76,grapes,val
5864.jpg,81,grapes,val
5865.jpg,114,grapes,val
5866.jpg,267,grapes,val
5867.jpg,83,grapes,val
5868.jpg,54,grapes,val
5869.jpg,32,grapes,val
587.jpg,15,flamingos,val
5870.jpg,47,grapes,val
5871.jpg,53,grapes,val
5872.jpg,116,grapes,val
5873.jpg,69,grapes,val
5874.jpg,124,grapes,val
5875.jpg,74,grapes,val
5876.jpg,216,grapes,val
5877.jpg,32,grapes,val
5878.jpg,44,grapes,val
5879.jpg,36,grapes,val
588.jpg,9,flamingos,val
5880.jpg,30,grapes,val
5881.jpg,99,grapes,val
5882.jpg,47,grapes,val
5883.jpg,69,grapes,val
5884.jpg,41,grapes,val
5885.jpg,115,grapes,val
5886.jpg,25,grapes,val
5887.jpg,49,grapes,val
5888.jpg,84,grapes,val
5889.jpg,27,grapes,val
589.jpg,15,flamingos,val
5890.jpg,33,grapes,val
5891.jpg,89,grapes,val
5892.jpg,103,grapes,val
5893.jpg,73,grapes,val
5894.jpg,62,grapes,val
5895.jpg,43,grapes,val
5896.jpg,55,grapes,val
5897.jpg,109,grapes,val
5898.jpg,32,grapes,val
5899.jpg,99,grapes,val
59.jpg,62,tomatoes,train
590.jpg,16,seagulls,val
5900.jpg,39,grapes,val
5901.jpg,48,grapes,val
5902.jpg,209,grapes,val
5903.jpg,48,grapes,val
5904.jpg,33,grapes,val
5905.jpg,147,grapes,val
5906.jpg,113,grapes,val
5907.jpg,156,grapes,val
5908.jpg,116,grapes,val
5909.jpg,65,grapes,val
591.jpg,11,seagulls,val
5910.jpg,62,grapes,val
5911.jpg,40,grapes,val
5912.jpg,42,grapes,val
5913.jpg,123,grapes,val
5914.jpg,63,grapes,val
5915.jpg,12,eggs,test
5916.jpg,38,eggs,test
5917.jpg,12,eggs,test
5918.jpg,12,eggs,test
5919.jpg,39,eggs,test
592.jpg,10,seagulls,val
5920.jpg,18,eggs,test
5921.jpg,30,eggs,test
5922.jpg,35,eggs,test
5923.jpg,13,eggs,test
5924.jpg,16,eggs,test
5925.jpg,22,eggs,test
5926.jpg,10,eggs,test
5927.jpg,11,eggs,test
5928.jpg,58,eggs,test
5929.jpg,76,eggs,test
593.jpg,23,seagulls,val
5930.jpg,14,eggs,test
5931.jpg,9,eggs,test
5932.jpg,20,eggs,test
5933.jpg,12,eggs,test
5934.jpg,17,eggs,test
5935.jpg,15,eggs,test
5936.jpg,18,eggs,test
5937.jpg,10,eggs,test
5938.jpg,31,eggs,test
5939.jpg,8,eggs,test
5940.jpg,27,eggs,test
5941.jpg,10,eggs,test
5942.jpg,10,eggs,test
5943.jpg,48,eggs,test
5944.jpg,15,eggs,test
5945.jpg,31,boats,train
5946.jpg,39,boats,train
5947.jpg,12,chairs,val_coco
5948.jpg,55,chairs,val_coco
5949.jpg,13,chairs,val_coco
595.jpg,9,seagulls,val
5950.jpg,8,chairs,val_coco
5951.jpg,29,chairs,val_coco
5952.jpg,48,chairs,val_coco
5953.jpg,21,cranes,train
5954.jpg,19,cranes,train
5955.jpg,12,cranes,train
5956.jpg,18,cranes,train
5957.jpg,33,cranes,train
5958.jpg,65,cranes,train
5959.jpg,10,cranes,train
596.jpg,14,seagulls,val
5960.jpg,49,cranes,train
5961.jpg,13,cranes,train
5962.jpg,11,cranes,train
5963.jpg,8,cranes,train
5964.jpg,12,cranes,train
5965.jpg,92,cranes,train
5966.jpg,9,bread rolls,train
5967.jpg,8,bread rolls,train
5968.jpg,15,bread rolls,train
5969.jpg,12,bread rolls,train
597.jpg,54,seagulls,val
5970.jpg,12,bread rolls,train
5971.jpg,30,bread rolls,train
5972.jpg,20,bread rolls,train
5973.jpg,12,bread rolls,train
5974.jpg,12,bread rolls,train
5975.jpg,10,bread rolls,train
5976.jpg,16,bread rolls,train
5977.jpg,12,bread rolls,train
5978.jpg,35,bread rolls,train
5979.jpg,13,bread rolls,train
598.jpg,13,seagulls,val
5980.jpg,12,bread rolls,train
5981.jpg,12,bread rolls,train
5982.jpg,18,bread rolls,train
5983.jpg,16,bread rolls,train
5984.jpg,14,lipstick,train
5985.jpg,16,lipstick,train
5986.jpg,12,lipstick,train
5987.jpg,8,lipstick,train
5988.jpg,11,lipstick,train
5989.jpg,107,lipstick,train
599.jpg,15,seagulls,val
5990.jpg,9,lipstick,train
5991.jpg,10,lipstick,train
5992.jpg,77,lipstick,train
5993.jpg,9,lipstick,train
5994.jpg,123,lipstick,train
5995.jpg,8,lipstick,train
5996.jpg,29,lipstick,train
5997.jpg,20,lipstick,train
5998.jpg,8,lipstick,train
5999.jpg,15,cans,train
6.jpg,9,hot air balloons,test
60.jpg,25,tomatoes,train
600.jpg,19,seagulls,val
6000.jpg,42,cans,train
6001.jpg,24,cupcake tray,train
6002.jpg,12,cupcake tray,train
6003.jpg,12,cupcake tray,train
6004.jpg,12,cupcake tray,train
6005.jpg,35,cupcake tray,train
6006.jpg,29,cupcake tray,train
6007.jpg,16,cupcake tray,train
6008.jpg,9,cupcake tray,train
6009.jpg,33,cupcake tray,train
601.jpg,9,seagulls,val
6010.jpg,29,cupcake tray,train
6011.jpg,12,cupcake tray,train
6012.jpg,12,cupcake tray,train
6013.jpg,10,cupcake tray,train
6014.jpg,12,cupcake tray,train
6015.jpg,12,cupcake tray,train
6016.jpg,8,cupcake tray,train
6017.jpg,17,cupcake tray,train
6018.jpg,11,cupcake tray,Unknown
6019.jpg,18,cupcake tray,train
602.jpg,46,seagulls,val
6020.jpg,12,cupcake tray,train
6021.jpg,12,cupcake tray,train
6022.jpg,12,cupcake tray,train
6023.jpg,12,cupcake tray,train
6024.jpg,12,cupcake tray,train
6025.jpg,12,cupcake tray,train
6026.jpg,24,cupcake tray,train
6027.jpg,19,cupcake tray,train
6028.jpg,18,cupcake tray,train
6029.jpg,14,cupcake tray,train
603.jpg,25,seagulls,val
6030.jpg,13,cupcake tray,train
6031.jpg,12,cupcake tray,train
6032.jpg,24,cupcake tray,train
6033.jpg,45,potatoes,train
6034.jpg,16,potatoes,train
6035.jpg,13,potatoes,train
6036.jpg,13,candles,train
6037.jpg,9,candles,train
6038.jpg,35,candles,train
6039.jpg,30,candles,train
604.jpg,39,seagulls,val
6040.jpg,10,candles,train
6041.jpg,14,candles,train
6042.jpg,12,stamps,test
6043.jpg,102,keyboard keys,test
6044.jpg,86,keyboard keys,test
6045.jpg,42,keyboard keys,test
6046.jpg,60,keyboard keys,test
6047.jpg,185,keyboard keys,test
6048.jpg,103,keyboard keys,test
6049.jpg,82,keyboard keys,test
605.jpg,13,seagulls,val
6050.jpg,104,keyboard keys,test
6051.jpg,84,keyboard keys,test
6052.jpg,47,keyboard keys,test
6053.jpg,108,keyboard keys,test
6054.jpg,112,keyboard keys,test
6055.jpg,24,seagulls,val
6056.jpg,11,seagulls,val
6057.jpg,49,seagulls,val
6058.jpg,12,seagulls,val
6059.jpg,10,seagulls,val
606.jpg,27,seagulls,val
6060.jpg,11,seagulls,val
6061.jpg,104,seagulls,val
6062.jpg,11,seagulls,val
6063.jpg,23,seagulls,val
6064.jpg,33,seagulls,val
6065.jpg,12,seagulls,val
6066.jpg,36,seagulls,val
6067.jpg,53,seagulls,val
6068.jpg,10,flamingos,val
6069.jpg,16,flamingos,val
607.jpg,12,seagulls,val
6070.jpg,24,flamingos,val
6071.jpg,9,flamingos,val
6072.jpg,36,flamingos,val
6073.jpg,18,flamingos,val
6074.jpg,25,flamingos,val
6075.jpg,98,flamingos,val
6076.jpg,16,flamingos,val
6077.jpg,27,flamingos,val
6078.jpg,37,flamingos,val
6079.jpg,10,flamingos,val
6080.jpg,277,flamingos,val
6081.jpg,9,flamingos,val
6082.jpg,31,flamingos,val
6083.jpg,8,chicken wings,val
6084.jpg,30,chicken wings,val
6085.jpg,18,chicken wings,val
6086.jpg,11,chicken wings,val
6087.jpg,11,chicken wings,val
6088.jpg,32,chicken wings,val
6089.jpg,19,chicken wings,val
609.jpg,12,seagulls,val
6090.jpg,21,chicken wings,val
6091.jpg,11,chicken wings,val
6092.jpg,12,chicken wings,val
6093.jpg,28,chicken wings,val
6094.jpg,9,chicken wings,val
6095.jpg,29,chicken wings,val
6096.jpg,18,chicken wings,val
6097.jpg,21,chicken wings,val
6098.jpg,13,chicken wings,val
6099.jpg,26,chicken wings,val
61.jpg,32,tomatoes,train
610.jpg,20,seagulls,val
6100.jpg,12,chicken wings,val
6101.jpg,8,chicken wings,val
6102.jpg,9,chicken wings,val
6103.jpg,32,chicken wings,val
6104.jpg,27,chicken wings,val
6105.jpg,20,chicken wings,val
6106.jpg,18,chicken wings,val
6107.jpg,15,chicken wings,val
6108.jpg,18,chicken wings,val
6109.jpg,32,chicken wings,val
611.jpg,14,seagulls,val
6110.jpg,15,chicken wings,val
6111.jpg,46,chicken wings,val
6112.jpg,23,chicken wings,val
6113.jpg,11,chicken wings,val
6114.jpg,21,chicken wings,val
6115.jpg,16,chicken wings,val
6116.jpg,14,chicken wings,val
6117.jpg,12,chicken wings,val
6118.jpg,17,chicken wings,val
6119.jpg,14,chicken wings,val
6120.jpg,14,chicken wings,val
6121.jpg,14,chicken wings,val
6122.jpg,15,chicken wings,val
6123.jpg,8,cars,train
6124.jpg,73,cars,train
6125.jpg,56,cars,train
6126.jpg,31,cars,train
6127.jpg,177,cars,train
6128.jpg,15,cars,train
6129.jpg,199,cars,train
613.jpg,7,seagulls,val
6130.jpg,233,cars,train
6131.jpg,155,cars,train
6132.jpg,12,cars,train
6133.jpg,12,cars,train
6134.jpg,165,cars,train
6135.jpg,15,cars,train
6136.jpg,168,cars,train
6137.jpg,14,cars,train
6138.jpg,122,cars,train
6139.jpg,63,cars,train
614.jpg,10,seagulls,val
6140.jpg,12,geese,train
6141.jpg,30,geese,train
6142.jpg,74,geese,train
6143.jpg,15,geese,train
6144.jpg,11,geese,train
6145.jpg,89,geese,train
6146.jpg,27,geese,train
6147.jpg,89,geese,train
6148.jpg,12,geese,train
6149.jpg,22,geese,train
615.jpg,23,seagulls,val
6150.jpg,58,geese,train
6151.jpg,17,tomatoes,train
6152.jpg,91,tomatoes,train
6153.jpg,28,tomatoes,train
6154.jpg,75,tomatoes,train
6155.jpg,51,tomatoes,train
6156.jpg,22,tomatoes,train
6157.jpg,43,tomatoes,train
6158.jpg,30,tomatoes,train
6159.jpg,33,tomatoes,train
616.jpg,119,seagulls,val
6160.jpg,51,tomatoes,train
6161.jpg,149,tomatoes,train
6162.jpg,81,tomatoes,train
6163.jpg,31,tomatoes,train
6164.jpg,101,tomatoes,train
6165.jpg,36,tomatoes,train
6166.jpg,132,tomatoes,train
6167.jpg,17,tomatoes,train
6168.jpg,27,tomatoes,train
6169.jpg,46,tomatoes,train
617.jpg,11,seagulls,val
6170.jpg,42,tomatoes,train
6171.jpg,47,tomatoes,train
6172.jpg,52,tomatoes,train
6173.jpg,21,tomatoes,train
6174.jpg,43,tomatoes,train
6175.jpg,62,tomatoes,train
6176.jpg,20,tomatoes,train
6177.jpg,14,tomatoes,train
6178.jpg,50,tomatoes,train
6179.jpg,40,tomatoes,train
618.jpg,20,seagulls,val
6180.jpg,28,tomatoes,train
6181.jpg,152,tomatoes,train
6182.jpg,23,tomatoes,train
6183.jpg,83,tomatoes,train
6184.jpg,57,tomatoes,train
6185.jpg,10,tomatoes,train
6186.jpg,41,tomatoes,train
6187.jpg,151,tomatoes,train
6188.jpg,33,tomatoes,train
6189.jpg,9,tomatoes,train
619.jpg,13,seagulls,val
6190.jpg,49,tomatoes,train
6191.jpg,18,tomatoes,train
6192.jpg,81,tomatoes,train
6193.jpg,10,tomatoes,train
6194.jpg,16,tomatoes,train
6195.jpg,38,tomatoes,train
6196.jpg,28,tomatoes,train
6197.jpg,10,tomatoes,train
6198.jpg,16,coins,train
6199.jpg,153,coins,train
62.jpg,25,tomatoes,train
620.jpg,9,seagulls,val
6200.jpg,52,coins,train
6201.jpg,33,coins,train
6202.jpg,119,coins,train
6203.jpg,38,coins,train
6204.jpg,14,coins,train
6205.jpg,50,coins,train
6206.jpg,74,coins,train
6207.jpg,68,coins,train
6208.jpg,97,coins,train
6209.jpg,283,coins,train
621.jpg,12,seagulls,val
6210.jpg,11,coins,train
6211.jpg,16,coins,train
6212.jpg,10,coins,train
6213.jpg,8,coins,train
6214.jpg,44,coins,train
6216.jpg,40,coins,train
6217.jpg,33,coins,train
6218.jpg,80,coins,train
6219.jpg,58,coins,train
622.jpg,34,seagulls,val
6220.jpg,60,coins,train
6221.jpg,54,coins,train
6222.jpg,9,coins,train
6223.jpg,98,coins,train
6224.jpg,35,coins,train
6225.jpg,72,coins,train
6226.jpg,16,coins,train
6227.jpg,63,coins,train
6228.jpg,53,coins,train
6229.jpg,69,coins,train
623.jpg,9,seagulls,val
6230.jpg,68,coins,train
6231.jpg,25,coins,train
6232.jpg,93,coins,train
6233.jpg,27,coins,train
6234.jpg,32,coins,train
6235.jpg,72,coins,train
6236.jpg,39,coins,train
6237.jpg,186,coins,train
6238.jpg,35,coins,train
6239.jpg,25,coins,train
624.jpg,10,seagulls,val
6240.jpg,34,apples,test_coco
6241.jpg,293,apples,test_coco
6242.jpg,73,apples,test_coco
6243.jpg,24,apples,test_coco
6244.jpg,39,apples,test_coco
6245.jpg,12,apples,test_coco
6246.jpg,35,apples,test_coco
6247.jpg,15,apples,test_coco
6248.jpg,82,apples,test_coco
6249.jpg,111,apples,test_coco
625.jpg,14,seagulls,val
6250.jpg,42,apples,test_coco
6251.jpg,25,apples,test_coco
6252.jpg,89,apples,test_coco
6253.jpg,74,apples,test_coco
6254.jpg,34,apples,test_coco
6255.jpg,49,apples,test_coco
6256.jpg,41,apples,test_coco
6257.jpg,12,apples,test_coco
6258.jpg,13,apples,test_coco
6259.jpg,74,apples,test_coco
626.jpg,12,seagulls,val
6260.jpg,76,apples,test_coco
6261.jpg,324,apples,test_coco
6262.jpg,74,apples,test_coco
6263.jpg,23,apples,test_coco
6264.jpg,16,apples,test_coco
6265.jpg,90,apples,test_coco
6266.jpg,17,apples,test_coco
6267.jpg,95,apples,test_coco
6268.jpg,25,apples,test_coco
6269.jpg,50,apples,test_coco
627.jpg,15,cranes,train
6270.jpg,92,apples,test_coco
6271.jpg,240,apples,test_coco
6272.jpg,118,apples,test_coco
6273.jpg,34,apples,test_coco
6274.jpg,10,apples,test_coco
6275.jpg,32,apples,test_coco
6276.jpg,36,apples,test_coco
6277.jpg,42,apples,test_coco
6278.jpg,45,apples,test_coco
6279.jpg,10,apples,test_coco
628.jpg,20,cranes,train
6280.jpg,41,apples,test_coco
6281.jpg,675,apples,test_coco
6282.jpg,66,apples,test_coco
6283.jpg,21,apples,test_coco
6284.jpg,89,apples,test_coco
6285.jpg,101,apples,test_coco
6286.jpg,49,pills,val
6287.jpg,23,pills,val
6288.jpg,18,pills,val
6289.jpg,16,pills,val
629.jpg,21,cranes,train
6290.jpg,31,pills,val
6291.jpg,15,pills,val
6292.jpg,9,pills,val
6293.jpg,9,pills,val
6294.jpg,50,pills,val
6295.jpg,70,pills,val
6296.jpg,33,pills,val
6297.jpg,16,pills,val
6298.jpg,61,pills,val
6299.jpg,28,pills,val
63.jpg,26,tomatoes,train
630.jpg,13,cranes,train
6300.jpg,24,pills,val
6301.jpg,24,pills,val
6302.jpg,58,pills,val
6303.jpg,9,pills,val
6304.jpg,17,pills,val
6305.jpg,32,pills,val
6306.jpg,11,pills,val
6307.jpg,10,pills,val
6308.jpg,23,birthday candles,train
6309.jpg,11,birthday candles,train
6310.jpg,13,birthday candles,train
6311.jpg,27,roof tiles,train
6312.jpg,32,roof tiles,Unknown
6313.jpg,25,roof tiles,train
6314.jpg,24,roof tiles,train
6315.jpg,252,roof tiles,train
6316.jpg,50,roof tiles,train
6317.jpg,58,roof tiles,train
6318.jpg,16,roof tiles,train
6319.jpg,53,roof tiles,train
632.jpg,13,cranes,train
6320.jpg,31,roof tiles,train
6321.jpg,35,roof tiles,train
6322.jpg,159,roof tiles,train
6323.jpg,125,roof tiles,train
6324.jpg,109,roof tiles,train
6325.jpg,106,roof tiles,train
6326.jpg,86,roof tiles,train
6327.jpg,20,roof tiles,train
6328.jpg,815,roof tiles,train
6329.jpg,25,roof tiles,train
633.jpg,30,cranes,train
6330.jpg,16,roof tiles,train
6331.jpg,40,roof tiles,train
6332.jpg,183,roof tiles,train
6333.jpg,420,roof tiles,train
6334.jpg,30,roof tiles,train
6335.jpg,21,roof tiles,train
6336.jpg,17,biscuits,train
6337.jpg,8,biscuits,train
6338.jpg,8,biscuits,train
6339.jpg,36,biscuits,train
634.jpg,21,cranes,train
6340.jpg,9,biscuits,train
6341.jpg,8,biscuits,train
6342.jpg,24,biscuits,train
6343.jpg,18,biscuits,train
6344.jpg,29,biscuits,train
6345.jpg,14,biscuits,train
6346.jpg,20,biscuits,train
6347.jpg,38,shoes,train
6348.jpg,32,shoes,train
6349.jpg,36,shoes,train
635.jpg,32,cranes,train
6350.jpg,22,shoes,train
6351.jpg,27,shoes,train
6352.jpg,18,shoes,train
6353.jpg,11,shoes,train
6354.jpg,14,shoes,train
