Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold
879,6813.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
880,6815.jpg,114,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
881,682.jpg,14,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
882,6822.jpg,175,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
883,6823.jpg,23,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
884,6827.jpg,16,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
885,6828.jpg,25,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
886,6829.jpg,107,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
887,6833.jpg,17,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
888,6838.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
889,6839.jpg,58,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05
890,6842.jpg,36,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
891,6847.jpg,67,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
892,6849.jpg,22,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
893,685.jpg,86,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
894,6852.jpg,68,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
895,6855.jpg,79,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
896,6856.jpg,15,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
897,6857.jpg,93,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
898,6859.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
899,686.jpg,47,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
900,6860.jpg,512,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
901,6869.jpg,13,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
902,687.jpg,548,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
903,6876.jpg,58,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
904,6879.jpg,16,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
905,689.jpg,63,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
906,6892.jpg,54,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
907,6893.jpg,81,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
908,6898.jpg,221,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
909,6901.jpg,38,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
910,6904.jpg,13,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
911,6906.jpg,36,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
912,6908.jpg,85,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
913,691.jpg,109,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
914,6918.jpg,87,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
915,692.jpg,11,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
916,6920.jpg,44,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
917,6922.jpg,70,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
918,6923.jpg,28,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
919,6928.jpg,30,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
920,693.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
921,6935.jpg,60,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
922,6936.jpg,111,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
923,6938.jpg,45,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
924,694.jpg,80,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
925,6943.jpg,34,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
926,695.jpg,11,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
927,6950.jpg,24,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
928,6954.jpg,78,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
929,6956.jpg,27,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
930,6959.jpg,212,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
931,6960.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
932,6962.jpg,29,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
933,6964.jpg,75,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
934,6965.jpg,70,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
935,697.jpg,52,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
936,6971.jpg,101,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
937,6973.jpg,158,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
938,698.jpg,154,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
939,6980.jpg,38,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
940,6985.jpg,143,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
941,6986.jpg,32,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
942,6990.jpg,45,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
943,6993.jpg,90,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
944,6994.jpg,272,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
945,6996.jpg,89,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
946,7000.jpg,65,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
947,701.jpg,60,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
948,7015.jpg,141,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
949,702.jpg,65,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
950,7023.jpg,78,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
951,7027.jpg,93,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
952,703.jpg,44,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
953,7030.jpg,96,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
954,7034.jpg,43,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
955,7039.jpg,60,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
956,704.jpg,59,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
957,7042.jpg,198,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
958,7043.jpg,95,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
959,7047.jpg,54,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
960,705.jpg,46,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
961,7050.jpg,33,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
962,7056.jpg,77,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
963,706.jpg,90,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
964,7062.jpg,59,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
965,7065.jpg,16,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
966,7067.jpg,53,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
967,7071.jpg,44,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
968,7075.jpg,195,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
969,7076.jpg,31,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
970,7079.jpg,59,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
971,708.jpg,15,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
972,7080.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
973,7082.jpg,128,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
974,709.jpg,132,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
975,7090.jpg,31,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
976,7095.jpg,50,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
977,7096.jpg,19,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
978,7097.jpg,47,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
979,7098.jpg,49,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
980,710.jpg,16,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
981,7106.jpg,13,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
982,7108.jpg,64,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
983,7109.jpg,48,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
984,711.jpg,27,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
985,7114.jpg,289,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
986,7117.jpg,24,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
987,7118.jpg,33,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
988,712.jpg,67,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
989,7120.jpg,47,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
990,7123.jpg,29,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
991,7126.jpg,45,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
992,7128.jpg,49,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
993,7129.jpg,104,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
994,713.jpg,24,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
995,7131.jpg,123,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
996,7134.jpg,23,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
997,7136.jpg,87,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
998,714.jpg,100,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
999,7140.jpg,22,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1000,7144.jpg,92,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1001,7145.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1002,7146.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1003,715.jpg,21,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1004,7153.jpg,18,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1005,716.jpg,182,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1006,7161.jpg,36,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1007,7167.jpg,217,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1008,717.jpg,20,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1009,7171.jpg,13,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1010,7173.jpg,48,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1011,7174.jpg,96,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1012,7175.jpg,38,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1013,7176.jpg,39,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1014,7188.jpg,67,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1015,719.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1016,7192.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
1017,7195.jpg,384,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1018,7198.jpg,36,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1019,7200.jpg,56,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03
1020,7201.jpg,211,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1021,7205.jpg,113,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1022,7206.jpg,83,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
1023,7216.jpg,25,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1024,7219.jpg,51,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1025,7221.jpg,60,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1026,7222.jpg,49,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1027,7239.jpg,180,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1028,7240.jpg,49,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1029,7248.jpg,22,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1030,7251.jpg,117,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1031,7253.jpg,47,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1032,7262.jpg,21,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1033,7263.jpg,43,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1034,7273.jpg,32,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1035,7277.jpg,26,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1036,7278.jpg,72,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1037,7281.jpg,75,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1038,7282.jpg,23,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1039,7283.jpg,22,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1040,7284.jpg,40,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1041,7295.jpg,63,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1042,7298.jpg,24,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1043,7312.jpg,21,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1044,7319.jpg,351,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1045,7328.jpg,51,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1046,7329.jpg,144,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1047,7339.jpg,104,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1048,7341.jpg,17,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
1049,7342.jpg,55,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1050,7345.jpg,78,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01
1051,7347.jpg,103,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1052,7359.jpg,42,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1053,7361.jpg,23,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1054,7365.jpg,56,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1055,7366.jpg,44,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1056,7370.jpg,11,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1057,7378.jpg,256,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1058,7381.jpg,72,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1059,7384.jpg,16,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1060,7386.jpg,64,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1061,7387.jpg,66,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1062,7389.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1063,7398.jpg,26,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
1064,7401.jpg,90,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1065,7410.jpg,44,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1066,7411.jpg,233,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1067,7412.jpg,36,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1068,7417.jpg,43,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1069,7420.jpg,21,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1070,7424.jpg,145,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1071,7426.jpg,253,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1072,7438.jpg,48,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03
1073,7440.jpg,32,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1074,7442.jpg,120,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1075,7443.jpg,292,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01
1076,7449.jpg,60,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squaresyellow or pink paper squares']",0.01
1077,7452.jpg,85,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05
1078,7455.jpg,73,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1079,7459.jpg,11,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1080,7462.jpg,146,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1081,7463.jpg,21,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1082,7472.jpg,15,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03
1083,7473.jpg,508,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1084,7474.jpg,36,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1085,7475.jpg,122,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1086,7480.jpg,22,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.05
1087,7483.jpg,191,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1088,7484.jpg,21,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03
1089,7486.jpg,100,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01
1090,7488.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
1091,7490.jpg,114,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
1092,7491.jpg,194,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1093,7493.jpg,38,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03
1094,7500.jpg,181,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03
1095,7506.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03
1096,7511.jpg,36,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05
1097,7512.jpg,98,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03
