,Unnamed: 0,filename,n_objects,class,split,optimized_prompts,threshold,prompt_notation,predicted_counts
807,807,6261.jpg,324,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
808,808,6262.jpg,74,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
809,809,6263.jpg,23,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
810,810,6264.jpg,16,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
811,811,6265.jpg,90,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
812,812,6266.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
813,813,6267.jpg,95,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
814,814,6268.jpg,25,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
815,815,6269.jpg,50,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
816,816,6270.jpg,92,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
817,817,6271.jpg,240,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
818,818,6272.jpg,118,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
819,819,6273.jpg,34,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
820,820,6274.jpg,10,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
821,821,6275.jpg,32,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
822,822,6276.jpg,36,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
823,823,6277.jpg,42,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
824,824,6278.jpg,45,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
825,825,6279.jpg,10,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
826,826,6280.jpg,41,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
827,827,6281.jpg,675,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
828,828,6282.jpg,66,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
829,829,6283.jpg,21,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
830,830,6284.jpg,89,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
831,831,6285.jpg,101,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
832,832,6547.jpg,72,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
833,833,6548.jpg,18,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
834,834,6549.jpg,16,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
835,835,6550.jpg,14,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
836,836,6643.jpg,35,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
837,837,6644.jpg,500,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
838,838,6645.jpg,36,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
839,839,6646.jpg,13,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
840,840,6647.jpg,199,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
841,841,6648.jpg,48,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
842,842,6649.jpg,108,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
843,843,6650.jpg,20,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
844,844,6651.jpg,19,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
845,845,6652.jpg,33,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
846,846,6653.jpg,309,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
847,847,6654.jpg,41,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
848,848,6655.jpg,240,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
849,849,6656.jpg,100,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
850,850,6657.jpg,123,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
851,851,6658.jpg,361,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
852,852,6659.jpg,9,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
853,853,6660.jpg,10,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
854,854,6661.jpg,371,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
855,855,6710.jpg,121,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
856,856,6711.jpg,72,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
857,857,6713.jpg,190,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
858,858,6715.jpg,36,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
859,859,6732.jpg,39,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
860,860,6733.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
861,861,6735.jpg,73,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
862,862,6736.jpg,98,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
863,863,6739.jpg,108,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
864,864,6742.jpg,24,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
865,865,6743.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
866,866,6750.jpg,109,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
867,867,6756.jpg,35,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
868,868,6760.jpg,100,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
869,869,6771.jpg,25,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
870,870,6785.jpg,45,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
871,871,6788.jpg,211,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
872,872,680.jpg,12,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
873,873,6803.jpg,48,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
874,874,6804.jpg,12,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
875,875,6809.jpg,140,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
876,876,681.jpg,24,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
877,877,6810.jpg,40,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
878,878,6811.jpg,209,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
879,879,6813.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
880,880,6815.jpg,114,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
881,881,682.jpg,14,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
882,882,6822.jpg,175,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
883,883,6823.jpg,23,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
884,884,6827.jpg,16,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
885,885,6828.jpg,25,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
886,886,6829.jpg,107,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
887,887,6833.jpg,17,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
888,888,6838.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
889,889,6839.jpg,58,watches,test,"['watches', 'watch', 'timepieces', 'clock', 'round or rectangular objects']",0.05,a watch,
890,890,6842.jpg,36,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
891,891,6847.jpg,67,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
892,892,6849.jpg,22,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
893,893,685.jpg,86,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
894,894,6852.jpg,68,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
895,895,6855.jpg,79,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
896,896,6856.jpg,15,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
897,897,6857.jpg,93,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
898,898,6859.jpg,24,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
899,899,686.jpg,47,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
900,900,6860.jpg,512,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
901,901,6869.jpg,13,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
902,902,687.jpg,548,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
903,903,6876.jpg,58,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
904,904,6879.jpg,16,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
905,905,689.jpg,63,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
906,906,6892.jpg,54,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
907,907,6893.jpg,81,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
908,908,6898.jpg,221,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
909,909,6901.jpg,38,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
910,910,6904.jpg,13,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
911,911,6906.jpg,36,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
912,912,6908.jpg,85,legos,test,"['legos', 'lego', 'lego studs', 'lego bricks', 'small, interlocking plastic pieces']",0.01,a lego piece,
913,913,691.jpg,109,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
914,914,6918.jpg,87,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
915,915,692.jpg,11,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
916,916,6920.jpg,44,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
917,917,6922.jpg,70,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
918,918,6923.jpg,28,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
919,919,6928.jpg,30,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
920,920,693.jpg,17,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
921,921,6935.jpg,60,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
922,922,6936.jpg,111,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
923,923,6938.jpg,45,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
924,924,694.jpg,80,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
925,925,6943.jpg,34,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
926,926,695.jpg,11,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
927,927,6950.jpg,24,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
928,928,6954.jpg,78,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
929,929,6956.jpg,27,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
930,930,6959.jpg,212,markers,test,"['markers', 'highlighters', 'cylindrical objects with a felt tip', 'colorful plastic-bodied pens']",0.01,a marker,
931,931,6960.jpg,19,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
932,932,6962.jpg,29,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
933,933,6964.jpg,75,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
934,934,6965.jpg,70,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
935,935,697.jpg,52,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
936,936,6971.jpg,101,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,,
937,937,6973.jpg,158,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
938,938,698.jpg,154,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
939,939,6980.jpg,38,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
940,940,6985.jpg,143,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
941,941,6986.jpg,32,stamps,test,"['stamps', 'stamp', 'emblems', 'small paper squares']",0.05,a stamp,
942,942,6990.jpg,45,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
943,943,6993.jpg,90,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
944,944,6994.jpg,272,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
945,945,6996.jpg,89,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
946,946,7000.jpg,65,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
947,947,701.jpg,60,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
948,948,7015.jpg,141,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
949,949,702.jpg,65,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
950,950,7023.jpg,78,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
951,951,7027.jpg,93,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
952,952,703.jpg,44,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
953,953,7030.jpg,96,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
954,954,7034.jpg,43,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
955,955,7039.jpg,60,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
956,956,704.jpg,59,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
957,957,7042.jpg,198,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
958,958,7043.jpg,95,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
959,959,7047.jpg,54,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
960,960,705.jpg,46,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
961,961,7050.jpg,33,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
962,962,7056.jpg,77,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
963,963,706.jpg,90,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
964,964,7062.jpg,59,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
965,965,7065.jpg,16,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
966,966,7067.jpg,53,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
967,967,7071.jpg,44,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
968,968,7075.jpg,195,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
969,969,7076.jpg,31,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
970,970,7079.jpg,59,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
971,971,708.jpg,15,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
972,972,7080.jpg,25,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
973,973,7082.jpg,128,sheep,test_coco,"['sheep', 'goat', 'fluffy white wool animal', 'soft, textured fur animal']",0.03,a sheep,
974,974,709.jpg,132,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
975,975,7090.jpg,31,deers,test,"['deers', 'deer', 'bucks', 'animals with slender legs and antlers', 'animals with brown, short fur']",0.03,a deer,
976,976,7095.jpg,50,sauce bottles,test,"['sauce bottles', 'sauce bottle', 'bottle', 'small container with a narrow neck']",0.03,a sauce bottle,
977,977,7096.jpg,19,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
978,978,7097.jpg,47,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
979,979,7098.jpg,49,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
980,980,710.jpg,16,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
981,981,7106.jpg,13,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
982,982,7108.jpg,64,sunglasses,test,"['sunglasses', 'eyeglasses', 'eyewear', 'curved objects with dark lenses']",0.05,a pair of sunglasses,
983,983,7109.jpg,48,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
984,984,711.jpg,27,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
985,985,7114.jpg,289,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
986,986,7117.jpg,24,carrom board pieces,test,"['carrom board pieces', 'carrom pieces', 'small round objects used in carrom games', 'smooth, flat pieces made of wood or plastic']",0.03,a carrom board piece,
987,987,7118.jpg,33,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
988,988,712.jpg,67,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
989,989,7120.jpg,47,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
990,990,7123.jpg,29,sticky notes,test,"['sticky notes', 'sticky note', 'post-it notes', 'small, yellow or pink pieces of paper']",0.03,a sticky note,
991,991,7126.jpg,45,comic books,test,"['comic books', 'comic book', 'illustrated books', 'rectangular objects with colorful covers']",0.03,a comic book,
992,992,7128.jpg,49,eggs,test,"['eggs', 'egg', 'oval-shaped objects', 'hard shell objects']",0.05,a egg,
993,993,7129.jpg,104,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
994,994,713.jpg,24,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
995,995,7131.jpg,123,keyboard keys,test,"['keyboard keys', 'keyboard key', 'keys', 'small, white rectangular objects', 'small, black rectangular objects']",0.01,a keyboard key,
996,996,7134.jpg,23,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
997,997,7136.jpg,87,nail polish,test,"['nail polish', 'nail varnish', 'polish bottle', 'small bottles with colorful liquid']",0.03,a nail polish,
998,998,714.jpg,100,apples,test_coco,"['apples', 'apple', 'fruit', 'round objects with smooth, glossy skin', 'red, green, or yellow fruits']",0.03,an apple,
999,999,7140.jpg,22,elephants,test_coco,"['elephants', 'elephant', 'mammoths', 'large animals with trunks', 'bulky animals with gray skin and tusks']",0.1,an elephant,
